id,concrete_cement,healthy_metal,incomplete,irregular_metal,other
7a4e0e68,1.10517e-05,0.995889,6.543867e-05,0.003965453,6.904171e-05
7a496e3a,1.761996e-05,0.999708,5.668194e-06,0.0002601452,8.521708e-06
7a49ff30,0.000375075,0.9847335,0.0002873969,0.0142428,0.0003611762
7a4c2b84,0.001671767,0.9255612,0.0002964109,0.07243431,3.638451e-05
7a4533a6,0.001253029,0.001038191,0.1298583,0.8677348,0.0001157518
7a48103a,0.7882327,0.01840582,0.1041312,0.08858261,0.0006476004
7a4878d6,0.01171694,0.004345933,0.1034402,0.8804625,3.452487e-05
7a455d2c,0.0121506,0.6309096,0.008867443,0.3428996,0.005172656
7a49913a,9.261628e-06,0.9481376,0.0002027728,0.05161264,3.768299e-05
7a4598f0,2.56857e-06,0.999931,1.253762e-06,4.915895e-05,1.60492e-05
7a500c04,2.309088e-05,0.9995778,1.48358e-06,0.0003801155,1.750319e-05
7a481332,4.80509e-05,0.9988649,1.000536e-05,0.001050739,2.639594e-05
7a48366e,0.0001812959,0.7325533,0.0007130257,0.266523,2.932389e-05
7a500042,0.9956172,0.001109119,0.002679123,0.0004951356,9.950873e-05
7a4b859e,0.005341589,0.02823,0.5072978,0.4587252,0.0004053749
7a4f46fc,0.002051377,0.004241246,0.003545333,0.9901568,5.312134e-06
7a4cad98,0.008901528,0.05076666,0.2788403,0.6613982,9.318238e-05
7a47a604,0.001673668,0.8512983,0.001773762,0.1451494,0.000104895
7a48cebc,0.0009482744,0.8662708,0.0005739378,0.1319286,0.0002783728
7a4c9178,0.003783813,0.1054391,0.04744795,0.8427387,0.0005903218
7a46ba28,0.00622056,0.63583,0.07576687,0.2791587,0.003023845
7a49888e,0.08913275,0.09749761,0.7167358,0.0952069,0.001427055
7a4773fa,0.0003533116,0.74735,0.001204352,0.2510394,5.289668e-05
7a4c1720,0.0003564339,0.03500524,0.004152805,0.9604704,1.511486e-05
7a4c11c6,0.0001292889,0.1073177,0.002837491,0.8896836,3.19481e-05
7a493f6e,0.0003745488,0.1951663,0.001286354,0.8031396,3.311315e-05
7a50a93e,0.004648248,0.9123775,0.001348955,0.08159354,3.171664e-05
7a497eac,1.522943e-05,0.06833291,0.0007009726,0.9305382,0.0004127004
7a4bdc4c,0.003677768,0.01995329,0.001958787,0.9742808,0.000129348
7a46b820,0.003235288,0.9616389,0.00147022,0.03286066,0.0007949265
7a4b200e,0.002984472,0.942317,0.01123797,0.03756339,0.005897212
7a4b24f0,0.02179688,0.3547006,0.02036869,0.6029428,0.0001910373
7a5159d8,0.0186557,0.9509171,0.0001798054,0.0289631,0.001284336
7a4ddda8,0.0003189221,0.9882472,0.0008473914,0.01051238,7.406331e-05
7a4556e2,0.0003097554,0.9566246,0.009283381,0.03141538,0.002366845
7a483952,0.0006909636,0.963796,0.0004240702,0.03500722,8.179363e-05
7a48624c,0.001835234,0.8393478,0.05088615,0.1069985,0.0009323942
7a48255c,0.05235644,0.2594604,0.0602436,0.6241822,0.003757381
7a4bad76,2.322795e-05,0.7797345,0.0003927968,0.2198304,1.90526e-05
7a46a95c,0.0006631982,0.2078367,0.006331268,0.7851037,6.518738e-05
7a4e0224,0.004905483,0.7650577,0.02084429,0.2082413,0.0009512188
7a48b102,0.01323208,0.246431,0.02531124,0.714848,0.0001776299
7a49e298,0.0005716659,0.0885452,0.000464172,0.9099751,0.0004438615
7a4f5ca0,1.893353e-06,0.9959871,4.680961e-06,0.004003844,2.468074e-06
7a4bf4ca,0.0003320656,0.9761791,0.0008861212,0.02247836,0.0001242037
7a4f69d4,0.001158679,0.5030525,0.02272464,0.4722561,0.0008081385
7a4c7d5a,3.79646e-09,0.9999998,1.830446e-09,2.875577e-07,5.071244e-08
7a4f0746,5.094744e-05,0.001794557,0.0006453481,0.9975045,4.73019e-06
7a4fe4a4,0.01023071,0.08759759,0.001845799,0.9003124,1.354646e-05
7a4f1e52,0.1620702,0.3104209,0.05760069,0.4694687,0.000439535
7a4664a6,0.001114506,0.9194914,4.139858e-05,0.06611132,0.01324136
7a50b1a4,8.889969e-05,0.001073654,0.001352679,0.9974837,1.055573e-06
7a4fd482,2.621573e-05,0.0150347,6.719481e-05,0.9848716,3.193125e-07
7a51210c,0.0008778973,0.1816704,0.0003607695,0.8170789,1.202427e-05
7a505b82,0.0004490234,0.09286913,0.3301622,0.5760691,0.0004506304
7a4b7fea,0.0001699865,0.0001121631,0.9629517,0.03675516,1.109107e-05
7a4f4c4c,0.003901569,0.9948061,7.019964e-05,0.00102898,0.0001931734
7a4b2edc,0.1763185,0.03488895,0.7600677,0.02564776,0.003077075
7a461dac,2.627208e-06,0.001760463,0.00201515,0.9962205,1.254901e-06
7a4ca23a,2.699726e-06,0.9998121,9.807729e-07,0.0001543968,2.98803e-05
7a49281c,1.305184e-06,0.9970837,4.956003e-06,0.002876641,3.329317e-05
7a4dfe6e,6.31521e-05,0.1567425,0.0001322923,0.8430618,3.363881e-07
7a4b8256,0.0002197126,0.09763392,0.02321561,0.878922,8.784898e-06
7a511c70,2.666653e-06,0.9839527,1.811018e-05,0.01587347,0.0001530085
7a4e0288,0.9992711,0.0005804245,8.899727e-05,5.630777e-05,3.176018e-06
7a48672e,0.0003246702,0.9763964,0.0001033034,0.02275051,0.0004250776
7a467cb6,5.961639e-06,0.2941051,0.0001916449,0.7056735,2.384469e-05
7a51da2a,0.0006050444,0.9223706,0.0005659215,0.06746436,0.00899401
7a4c2f3a,1.196152e-06,0.9998513,5.612059e-07,0.0001370878,9.792708e-06
7a514a4c,4.137113e-07,0.9986866,4.258505e-06,0.001306769,2.003018e-06
7a4e725e,7.771998e-05,0.9981349,8.162441e-05,0.001626419,7.928977e-05
7a465d9e,0.0001578538,0.9970578,0.0004032069,0.002056756,0.0003244388
7a4b33b4,0.0006684754,0.02207313,0.007131949,0.9700921,3.444249e-05
7a5094da,6.955777e-06,0.068251,2.327239e-05,0.9317083,1.038773e-05
7a473840,2.63593e-06,0.0001474728,0.006339,0.9935066,4.38809e-06
7a50711c,2.75902e-05,0.002948989,0.003090303,0.9939271,6.110779e-06
7a4856d0,3.390941e-05,0.003722914,0.003600459,0.9925858,5.688655e-05
7a4f2f3c,2.656324e-05,0.0002000025,0.001763694,0.9980096,1.075791e-07
7a50d792,3.581011e-06,0.05063606,3.128083e-05,0.9493281,8.809413e-07
7a4d71ba,0.998771,0.0005615063,4.539233e-05,0.0006177082,4.397828e-06
7a49a9a4,4.857695e-05,0.9949005,7.0065e-06,0.0049726,7.128442e-05
7a45043a,0.0001190228,0.9972708,2.863123e-05,0.002405684,0.0001758628
7a4a4b16,1.099772e-05,0.9950604,7.085846e-05,0.004725718,0.0001319896
7a4e9374,0.08809528,0.7744069,0.006380305,0.1232499,0.007867672
7a4a2e38,5.150104e-05,0.9997286,7.804117e-06,0.0001680522,4.396862e-05
7a48324a,8.145463e-05,0.9808734,2.063687e-05,0.001050183,0.01797433
7a4754b0,0.0006232528,0.6727691,0.009171692,0.317183,0.0002529826
7a477288,5.279393e-05,0.1136087,0.0002702254,0.8860186,4.969346e-05
7a503bca,0.01163538,0.002808433,0.672528,0.313014,1.428062e-05
7a4be48a,0.001414139,0.000155197,0.911946,0.08636748,0.0001171734
7a50de7c,1.067842e-05,0.9998482,4.704626e-06,0.0001053905,3.099788e-05
7a48453c,6.56175e-05,0.9987096,3.442153e-06,0.0009836813,0.0002377038
7a48a7c0,1.559025e-07,0.9994216,2.864356e-06,0.0005681966,7.251919e-06
7a4786a6,0.0404148,0.004397999,0.06146039,0.8936531,7.383012e-05
7a4dd4f2,0.000470511,0.9711596,1.107032e-05,0.02595479,0.00240399
7a476694,0.9952135,0.00277493,0.001559891,0.0004394568,1.224351e-05
7a46ed36,0.001433284,0.2861782,0.02967754,0.6825956,0.0001154147
7a4e8a14,0.008577969,0.3583332,0.1006493,0.5322435,0.0001959409
7a45b182,0.6646494,0.1233362,0.0655956,0.1444195,0.001999327
7a46a9c0,6.663854e-05,0.9489292,0.02190988,0.02892194,0.0001723984
7a4eec70,0.0003552406,0.01251644,0.002964911,0.9841532,1.020737e-05
7a452172,0.0004787915,0.004351964,0.007316305,0.9876754,0.0001776097
7a479588,0.0003680989,0.009895365,0.0139091,0.975808,1.937341e-05
7a4b900c,0.0001543155,0.9828152,0.0001105362,0.01666188,0.0002580023
7a4eb2fa,0.001575767,0.87846,0.004799317,0.1130681,0.002096856
7a4ad00e,0.8175109,0.001406525,0.1708656,0.01019025,2.665778e-05
7a50a2b8,0.0001796506,0.147715,0.005720002,0.8461294,0.0002559755
7a4f5890,0.0003301463,0.5070657,0.0259947,0.4663824,0.0002271629
7a4997d4,0.006329333,0.02322792,0.1931805,0.7771559,0.0001062974
7a4f9850,0.0001154933,0.6876626,0.001120527,0.310964,0.000137299
7a4c887c,1.062669e-05,0.1201541,0.00663344,0.8731984,3.472573e-06
7a4b1fa0,6.755981e-05,0.9968195,9.988277e-06,0.003073505,2.938911e-05
7a4be066,0.0002666045,0.01568596,0.009214924,0.9747447,8.783068e-05
7a4e4392,0.008841824,0.8997449,0.00113177,0.01302491,0.07725663
7a4d7f84,0.0008683341,0.9609205,0.004138346,0.02682033,0.007252533
7a48e564,0.0002718248,0.8705337,0.001658908,0.127392,0.0001436894
7a4e909a,0.001918264,0.3529,0.4515247,0.1894688,0.004188157
7a50ad3a,1.689006e-05,0.5355176,8.798637e-05,0.4643544,2.310488e-05
7a4baa2e,0.0007880533,0.9989203,6.20918e-06,0.0002573568,2.809055e-05
7a4b970a,3.005871e-06,0.9997566,5.166974e-07,0.0001478563,9.197268e-05
7a51c558,0.003310473,0.9925929,9.212344e-05,0.002973695,0.001030885
7a4e8050,1.009061e-05,0.9942531,2.122597e-05,0.005707506,7.988578e-06
7a4b0c54,1.278252e-07,0.9997184,2.657318e-06,0.0002750577,3.74555e-06
7a4e50d0,0.0002957099,0.8521968,0.00449261,0.1413874,0.001627579
7a466154,0.001689558,0.3735777,0.06729766,0.556716,0.0007190338
7a503b66,0.0001287104,0.9988484,2.885855e-05,0.0004866032,0.0005073635
7a4d651c,0.001774179,0.9952796,1.163162e-05,0.002901793,3.29668e-05
7a51a280,3.750525e-05,0.1522044,0.0086657,0.8381065,0.0009858651
7a4b502e,0.0006432473,0.1573276,0.004057488,0.8379696,2.098628e-06
7a519bf0,0.001451947,0.9133058,0.002288276,0.08272664,0.0002272755
7a4a4d96,0.270121,0.2085908,0.4939275,0.0262827,0.001077936
7a508224,0.9999621,8.506713e-06,2.244254e-05,2.903874e-06,4.083926e-06
7a4aba6a,0.0001205343,0.009643123,0.007015314,0.9832187,2.227278e-06
7a4e774a,0.0002859599,0.7539146,0.0373332,0.2082318,0.0002344168
7a4fe846,9.029977e-05,0.0001276026,0.0196873,0.9800939,9.35724e-07
7a45a05c,2.246275e-06,0.02550586,0.0005128994,0.9739774,1.643652e-06
7a466e9c,6.128895e-06,0.9997423,3.518804e-06,0.0002312663,1.666456e-05
7a51884a,7.667999e-06,0.9997568,1.340502e-06,0.0002132035,2.10444e-05
7a4b509c,0.002815799,0.9880522,0.001219338,0.006571572,0.001341058
7a457e2e,8.847202e-08,0.9970424,5.717317e-06,0.00294606,5.695163e-06
7a4e9f04,2.722065e-06,0.0005475734,0.003720615,0.9957277,1.433917e-06
7a489b5e,0.05622662,0.1084184,0.04666477,0.7885526,0.0001375988
7a4d77be,1.141205e-05,0.9983949,5.559021e-06,0.001551322,3.680242e-05
7a4b7d6a,0.001280632,0.3665569,0.03375621,0.5982788,0.0001274539
7a46f8f8,9.862774e-06,0.008712169,0.003814925,0.9874611,1.844667e-06
7a51870a,5.816533e-07,0.001693132,0.0004409816,0.9978653,1.598235e-07
7a4e95ea,0.001670622,0.9382107,0.002569702,0.05597964,0.001569422
7a517012,1.239188e-05,0.9933141,5.714511e-05,0.006599196,1.71869e-05
7a4eba7a,0.9999338,3.334627e-05,3.149148e-05,1.053169e-06,2.111997e-07
7a4aed32,0.4278784,0.2016668,0.08110586,0.287962,0.001386849
7a48e848,9.978858e-05,0.9206836,2.056957e-05,0.07899038,0.0002056207
7a51a80c,0.00157003,0.1128812,0.0415784,0.8435658,0.0004046062
7a511e8c,1.015101e-06,0.2596814,1.835136e-05,0.7402982,9.876417e-07
7a471c84,1.878383e-05,0.9759773,2.320914e-05,0.02397465,6.108735e-06
7a50c46e,4.406965e-06,0.9970049,2.119978e-05,0.002946233,2.329826e-05
7a4fc4a6,0.9812806,0.01856915,2.494944e-05,9.690947e-05,2.841635e-05
7a4adcc0,3.217931e-05,0.0001261398,0.002716733,0.997125,3.058546e-08
7a4e8d52,0.0001700004,0.1599347,0.001891182,0.8378122,0.0001918607
7a4a9b3e,4.144839e-05,0.001938247,0.001914566,0.9961026,3.159354e-06
7a48532e,0.0003192233,0.1603679,0.004549134,0.8347285,3.516911e-05
7a4fd4e6,0.03027134,0.675468,0.1696426,0.1214466,0.003171382
7a49afc6,0.01194108,0.5441744,0.007068663,0.4366853,0.0001304961
7a4e71fa,1.346416e-05,0.8771466,0.0006180977,0.1220859,0.000136089
7a4f1ec0,0.1923593,0.4393182,0.0426636,0.325265,0.0003938707
7a4665dc,3.806688e-06,0.9972126,3.205212e-05,0.002736815,1.481842e-05
7a4aaef8,2.480336e-05,0.9997376,2.7218e-05,0.0002093761,9.742473e-07
7a4828ae,1.941849e-07,0.1912463,3.821319e-05,0.808715,3.483162e-07
7a4a3630,5.814098e-08,0.9971275,2.395853e-07,0.002871324,9.053778e-07
7a4cd3cc,1.781167e-05,0.8845264,7.82549e-05,0.1153189,5.863309e-05
7a4f0034,4.697675e-07,0.9988161,6.07062e-06,0.001175176,2.150708e-06
7a4dbd50,0.01126764,0.1185331,0.1707498,0.6981869,0.001262428
7a4da432,0.0004573853,0.1618952,0.03735933,0.8002326,5.543418e-05
7a488998,0.07471694,0.04755272,0.7174053,0.1565673,0.003757728
7a4a46e8,0.0003052583,0.9588612,0.001595387,0.03912053,0.0001176729
7a50228e,8.463137e-07,0.9999298,7.947735e-07,6.006852e-05,8.475192e-06
7a4d05ae,0.0002403688,0.9982368,1.679428e-05,0.001395813,0.0001102406
7a483d8a,4.528663e-06,0.9807075,8.311368e-05,0.0191915,1.33524e-05
7a50072c,8.757255e-05,0.3879432,0.000395543,0.6115416,3.195071e-05
7a4ebc82,0.00906916,0.7274312,0.1907753,0.06771645,0.005007957
7a4e8cee,0.001807102,0.04736085,0.01800916,0.9327673,5.549193e-05
7a4af71e,2.799025e-05,0.996888,2.97889e-05,0.002891986,0.0001622929
7a4d3b5a,8.390136e-05,0.004808668,0.04752142,0.9475717,1.423067e-05
7a4eb71e,8.047846e-05,0.4719391,0.03216672,0.4955705,0.0002431596
7a4eba0c,0.0003788013,0.2981475,0.01037523,0.6910904,8.105577e-06
7a4b88b4,6.626095e-05,0.07120399,0.0004893944,0.9282395,7.885735e-07
7a492d12,0.001307414,0.06493569,0.05582847,0.877704,0.0002245341
7a49ef72,2.736977e-05,0.9909786,0.0002106444,0.0005369201,0.008246436
7a4fafe8,0.007774,0.9773712,0.0005968183,0.01395342,0.000304552
7a471e96,0.000418434,0.9883758,0.0004073072,0.01027291,0.0005256024
7a479c5e,1.071891e-06,0.9998001,2.511664e-06,0.0001890563,7.248083e-06
7a4efe86,3.009111e-05,0.9989036,7.137153e-05,0.0008770731,0.0001178445
7a500240,3.665695e-06,0.9991012,7.943729e-06,0.0008783788,8.925847e-06
7a4bd2d8,1.242541e-05,0.9967585,0.0004516903,0.002733321,4.406425e-05
7a4a5304,1.524113e-05,0.9476011,8.995686e-05,0.05228762,6.211298e-06
7a4f08ea,5.149639e-05,0.99906,2.914501e-05,0.0007750737,8.433009e-05
7a4bcc48,6.316028e-05,0.9990851,3.323661e-06,0.000836644,1.17877e-05
7a4f6556,3.024952e-05,0.9874466,6.398653e-05,0.01237176,8.738777e-05
7a490df0,2.593406e-05,0.9999039,1.836488e-06,5.975432e-05,8.581203e-06
7a4c425e,3.119071e-05,0.8435801,5.875147e-05,0.1559345,0.0003956209
7a466f00,9.339357e-05,0.7149667,0.0002176541,0.09601951,0.1887027
7a464f5c,3.582847e-05,0.9566668,2.847831e-05,0.04313986,0.0001291623
7a4d923a,0.0006576582,0.4138958,0.009641305,0.5738931,0.001912111
7a4ab2a4,0.02044985,0.4960959,0.01091001,0.472379,0.0001652712
7a51ba40,0.001361907,0.9747359,0.0006418013,0.02249024,0.0007701861
7a4cae6a,0.003404137,0.01160471,0.01862541,0.9654602,0.0009055057
7a4c53e8,5.432268e-06,0.9959502,3.414436e-05,0.004001176,9.033981e-06
7a484d70,0.0001218802,0.9485237,0.0006437436,0.0007416534,0.04996905
7a4dbb2a,0.005930275,0.9625736,0.0002482561,0.03101474,0.0002331532
7a495a8a,6.492421e-06,0.9990779,3.728003e-06,0.0008833925,2.85194e-05
7a4bd684,5.654553e-07,0.9764688,0.000114497,0.02340238,1.374849e-05
7a4d8c86,1.290465e-08,0.9983607,7.784647e-07,0.001637901,6.841441e-07
7a49bdd6,1.899288e-05,0.8964763,0.0002473313,0.10315,0.0001073229
7a489e42,4.917505e-07,0.9999151,2.785155e-07,8.326151e-05,7.934783e-07
7a4c4e84,0.00137982,0.9813763,0.0002831998,0.01585501,0.001105676
7a4a80cc,0.0004229042,0.01868499,0.007007817,0.9738163,6.800226e-05
7a484c9e,0.0008151294,0.2118795,0.002740947,0.7844861,7.844875e-05
7a4e0634,0.001813692,0.02797093,0.002936849,0.9672772,1.293144e-06
7a4fb3f8,2.536937e-05,0.9645476,2.83301e-05,0.03518885,0.0002098452
7a50f3d0,2.318351e-06,0.0003470417,0.0093147,0.9903308,5.130817e-06
7a4ac596,0.1310483,0.1885649,0.07103821,0.6090442,0.000304428
7a4c21b6,0.003540978,0.9726223,0.0001542726,0.02324982,0.0004325832
7a4d504a,8.75219e-05,0.9816685,9.861781e-05,0.01814193,3.439514e-06
7a4b6b54,4.94571e-05,0.9981372,4.190254e-05,0.001701969,6.940471e-05
7a4fa3a4,3.298013e-05,0.9979398,9.410242e-06,0.002016173,1.612026e-06
7a504872,3.924906e-06,0.9962378,3.930707e-05,0.003716542,2.514557e-06
7a46510a,3.092307e-05,0.9439216,0.0001291488,0.0558904,2.782297e-05
7a49edce,1.502791e-05,0.5200697,0.001241759,0.4753856,0.003287933
7a4bb0be,9.918098e-08,0.9928089,7.168847e-06,0.007179778,4.014148e-06
7a4900f8,0.00164276,0.06286532,0.001319036,0.9323877,0.001785182
7a483038,4.553197e-05,0.02948372,0.01187282,0.9585895,8.424897e-06
7a498d16,3.259199e-06,0.8584273,0.0001039232,0.1414606,5.001527e-06
7a50c612,1.306435e-06,0.0683574,0.0006291214,0.9310092,3.010719e-06
7a4bbd84,0.0002569969,0.03285347,0.002973321,0.963675,0.0002412092
7a4956d4,4.132414e-05,0.004949611,0.03726513,0.9576957,4.830494e-05
7a500e70,0.9997765,0.0001956795,1.469724e-05,1.113563e-05,1.976614e-06
7a4e3d0c,5.340964e-06,0.9838282,1.638694e-05,0.01596888,0.0001811827
7a4c731e,7.890525e-09,0.9999706,5.748598e-07,2.808851e-05,7.012446e-07
7a4663d4,0.0003503743,0.8815095,3.111799e-05,0.1177794,0.0003296551
7a50a65a,1.962453e-08,1.209379e-05,0.0001240386,0.9998639,2.490572e-09
7a506e4c,1.416945e-06,0.08661019,0.0004019097,0.9129841,2.390783e-06
7a482a66,5.629273e-05,0.9677595,0.0001017504,0.03202856,5.388458e-05
7a4b4796,9.165618e-06,0.3681403,0.0002964228,0.631549,5.184123e-06
7a4aa228,3.779193e-05,0.985706,4.175122e-05,0.01417743,3.707291e-05
7a50612c,5.87393e-05,0.5515264,0.2709074,0.08856223,0.08894515
7a4b7b58,0.0001009987,0.1394998,0.03947264,0.8208187,0.0001078104
7a4f24ba,8.575017e-05,0.01870048,0.00265472,0.9785472,1.190818e-05
7a4b9638,2.438918e-05,0.9279423,0.0001090824,0.07187289,5.121598e-05
7a48892a,0.001254165,0.2723199,0.001656526,0.7247313,3.808046e-05
