id,concrete_cement,healthy_metal,incomplete,irregular_metal,other
7a48a3a6,3.815551e-05,0.4735792,0.0001114989,0.526168,0.0001030749
7a4ebe9e,0.0005513197,0.1427964,0.007273386,0.8493328,4.614977e-05
7a48352e,0.0003817981,0.8340611,0.005558588,0.1597552,0.0002433564
7a4bfaec,0.0002066715,0.8921494,0.000107905,0.1070135,0.0005225656
7a51e060,0.0001344092,0.9474114,0.0007030311,0.0514663,0.000284855
7a4c0f5a,0.000117876,0.9829435,0.0001850908,0.01643388,0.000319593
7a4b9976,0.9917684,0.005570741,9.705982e-05,0.002530604,3.320284e-05
7a4b27d4,0.4267511,0.08692055,0.3260146,0.1600039,0.0003097452
7a51c698,0.9600102,0.02884153,0.003770092,0.00629304,0.001085093
7a474bb4,0.01647911,0.6870502,0.02398329,0.2693892,0.003098238
7a480054,0.0007001187,0.0001862411,0.05085613,0.9480315,0.0002259793
7a4a4044,4.041847e-06,0.9638788,4.969805e-05,0.03605916,8.256588e-06
7a4c35ca,2.535767e-05,0.951864,4.641811e-05,0.04805585,8.374122e-06
7a4d3fd8,4.49485e-06,0.9998922,6.764169e-07,9.234526e-05,1.024681e-05
7a4c1a68,0.000767145,0.9904667,0.0001246344,0.007315393,0.001326115
7a4eb1c4,6.621135e-05,0.9979355,0.0001081151,0.001801242,8.892885e-05
7a4a51ce,1.158693e-06,0.9970592,1.179564e-06,0.002920916,1.747891e-05
7a4a14fc,0.0005701283,0.9514322,6.396219e-05,0.04782231,0.0001114302
7a5015d2,1.587411e-05,0.9992909,1.581253e-06,0.0006900744,1.454294e-06
7a4ba95c,1.038576e-06,0.9999738,4.782651e-08,2.471184e-05,4.457379e-07
7a5101ae,1.053753e-06,0.9927181,9.898105e-08,0.0072651,1.568946e-05
7a4d0a22,0.0001456154,0.9954184,3.148995e-05,0.004243304,0.0001611956
7a5134ee,0.001274795,0.964476,0.001712036,0.03081655,0.001720642
7a4a85c2,0.005206184,0.9598528,4.070703e-05,0.03425137,0.0006490217
7a514b14,0.01132707,0.2961073,0.01229937,0.6789922,0.001274074
7a4d0a90,0.02380722,0.0963575,0.006489636,0.8722141,0.001131517
7a485fd6,0.005127311,0.9005626,0.0006659125,0.09315584,0.0004883314
7a4f668c,0.0006489459,0.9523453,2.912258e-05,0.04596458,0.001012059
7a44e752,5.38932e-05,0.01090964,0.003232407,0.9857321,7.199531e-05
7a5162d4,1.875232e-05,0.00111359,0.0005175519,0.9982651,8.504764e-05
7a465894,0.002124263,0.9250339,0.0002367881,0.07196319,0.0006418815
7a4c9a10,6.934616e-05,0.9997863,3.552389e-07,8.430187e-05,5.969449e-05
7a485810,5.492157e-06,0.9985027,3.710174e-06,0.001440206,4.790753e-05
7a4a9788,5.162915e-06,0.9999553,6.031065e-08,2.878499e-06,3.657829e-05
7a503198,9.843396e-05,0.9990382,2.909081e-05,0.0005387906,0.0002954925
7a4e206a,0.002199168,0.8435743,0.0003272278,0.1537004,0.0001988255
7a4c15ea,0.02288621,0.8230734,0.001226938,0.1521349,0.0006785449
7a4f8536,0.0001686718,0.02898998,0.0003846222,0.9704363,2.038336e-05
7a513df4,8.506539e-06,0.001280934,0.0002145639,0.9984844,1.157974e-05
7a4d7624,9.575265e-06,0.005416985,0.002920688,0.9916433,9.517564e-06
7a4c9e8e,0.0001000545,0.01564003,0.00453851,0.9794245,0.0002970155
7a4b2554,0.0005806687,0.3359278,0.03977368,0.5582173,0.06550054
7a502b12,2.903636e-05,0.0471628,0.001040616,0.934936,0.01683153
7a4c32e6,0.6993929,0.03114711,0.07725587,0.1897977,0.00240646
7a4a8a2c,0.9990838,0.0001335394,0.0004668213,0.000305726,1.014347e-05
7a467b76,0.0009261433,0.0725868,0.008482942,0.9173508,0.0006532154
7a51b554,0.0003254091,0.6441507,0.001048708,0.3543444,0.0001307876
7a4622e8,3.657757e-06,0.002072368,0.0001530084,0.9977683,2.766999e-06
7a4a599e,1.87378e-05,0.8216383,7.699506e-05,0.1781587,0.00010728
7a4d17c4,4.539675e-06,0.9640296,0.0004647925,0.0354738,2.723327e-05
7a4fb740,0.7545396,0.1768173,0.002184871,0.05616504,0.01029316
7a4ceed4,0.0008712936,0.9969935,2.987948e-06,0.002029048,0.0001031869
7a45d1a8,3.036855e-05,0.6575473,2.877462e-05,0.3421637,0.0002298319
7a4ef33c,8.294196e-05,0.02173259,0.0004738177,0.977671,3.963543e-05
7a4ec808,0.006200946,0.01125158,0.05689654,0.9240066,0.001644225
7a4eb8d6,0.002383524,0.2382847,0.001920791,0.7568218,0.0005891006
7a4f39d2,0.06670137,0.02855719,0.3325748,0.5683982,0.003768445
7a47a140,0.001560038,0.04352809,0.004752881,0.9499042,0.0002547169
7a4ec79a,5.007625e-05,0.001122746,0.001702966,0.9971237,5.537922e-07
7a4be75a,0.7836896,0.09250757,0.05396263,0.05016439,0.01967574
7a515d20,0.000133999,0.4091376,0.0002609838,0.5901896,0.0002777745
7a4e6048,0.9840724,0.004606292,0.004664151,0.006400733,0.0002564474
7a4b4ade,0.02372421,0.01699488,0.2803613,0.6785049,0.0004147755
7a4e6250,0.004799752,0.01689328,0.0102638,0.9680004,4.271426e-05
7a4848f2,1.864003e-05,0.07308928,0.000507804,0.9263219,6.230517e-05
7a4fe30a,0.00498318,0.01424565,0.03230393,0.9481175,0.0003497741
7a5098e0,0.8214803,0.06266569,0.04882015,0.06447652,0.00255742
7a4c4f60,0.3761532,0.005722741,0.6047764,0.01302525,0.000322365
7a469bb0,2.496384e-06,0.00462953,2.380818e-05,0.9953426,1.610442e-06
7a50b06e,0.01771865,0.3043725,0.07726917,0.600577,6.262265e-05
7a4e0e68,0.0009195762,0.9892201,3.328833e-05,0.007609888,0.002217231
7a496e3a,6.847798e-05,0.998531,2.217543e-05,0.0009793399,0.0003991045
7a49ff30,0.001340165,0.9578895,0.0009343342,0.01991336,0.01992261
7a4c2b84,4.247481e-06,0.9224732,7.590773e-06,0.07751468,2.313959e-07
7a4533a6,0.000301727,0.01089706,0.1146353,0.8741105,5.536908e-05
7a48103a,0.2301845,0.06833655,0.2944869,0.4028696,0.004122369
7a4878d6,0.01730433,0.006963657,0.2751823,0.6999578,0.0005919091
7a455d2c,0.01605497,0.5049615,0.001906522,0.4752942,0.001782847
7a49913a,3.063474e-07,0.9965771,8.773741e-07,0.003414917,6.768901e-06
7a4598f0,1.66736e-05,0.9988206,2.522239e-05,0.0009891756,0.0001482117
7a500c04,0.0001133622,0.9173852,0.0002084253,0.0819962,0.0002967782
7a481332,5.736224e-06,0.9999639,1.149313e-07,2.548146e-05,4.707662e-06
7a48366e,0.004453042,0.561152,0.07638642,0.3518002,0.006208312
7a500042,0.9907776,0.00550605,0.003313973,0.0002061595,0.0001961803
7a4b859e,0.0003253915,0.08643678,0.03046663,0.8827136,5.766484e-05
7a4f46fc,0.003607022,0.05071352,0.00101765,0.9444687,0.0001930486
7a4cad98,4.255478e-05,0.0007060973,0.001465916,0.9977813,4.107109e-06
7a47a604,0.0001797342,0.6417667,8.757416e-05,0.3578844,8.160467e-05
7a48cebc,0.0005659026,0.9521572,2.770948e-05,0.04722336,2.575854e-05
7a4c9178,0.001258,0.01206918,0.04656758,0.9399781,0.0001271264
7a46ba28,0.009270136,0.1780491,0.08573698,0.7255665,0.001377244
7a49888e,0.03479115,0.2102551,0.3144594,0.4065647,0.03392953
7a4773fa,7.868604e-05,0.9552399,5.624389e-06,0.04466317,1.257887e-05
7a4c1720,0.002479317,0.8420483,0.001866377,0.1535201,8.584236e-05
7a4c11c6,7.506226e-06,0.09766909,0.0002086355,0.9021086,6.216539e-06
7a493f6e,0.0002386533,0.2674714,0.003431235,0.7285446,0.0003141148
7a50a93e,0.0007455456,0.8079793,0.0002592338,0.1909563,5.975897e-05
7a497eac,2.510571e-07,0.1025582,4.685668e-06,0.8966307,0.000806153
7a4bdc4c,0.0001802505,0.1309151,0.004863235,0.8639182,0.0001231357
7a46b820,0.004829139,0.9764857,0.001484078,0.01586547,0.001335569
7a4b200e,0.0003345433,0.9962728,7.332238e-05,0.003098018,0.0002213363
7a4b24f0,0.02155276,0.1492867,0.02326128,0.8054293,0.0004700557
7a5159d8,0.03097371,0.956917,0.0002175976,0.009592583,0.002299144
7a4ddda8,0.0002921654,0.9959929,0.0004146844,0.003237397,6.276085e-05
7a4556e2,6.050374e-05,0.9795258,0.002224453,0.01751853,0.0006706559
7a483952,1.412662e-05,0.9897991,4.402772e-06,0.01016728,1.505363e-05
7a48624c,0.0005859737,0.9149298,0.007412483,0.07563521,0.001436492
7a48255c,0.1963376,0.2325586,0.2227384,0.3373099,0.01105559
7a4bad76,3.922626e-05,0.3154808,0.0005773808,0.6838984,4.128208e-06
7a46a95c,0.0001608599,0.505492,0.0001288722,0.4942166,1.683187e-06
7a4e0224,0.002137894,0.9417263,0.0008230847,0.054935,0.0003777175
7a48b102,0.0001253063,0.6204016,6.431271e-05,0.379407,1.725443e-06
7a49e298,3.537877e-06,0.01458554,0.0005109983,0.9844581,0.0004417689
7a4f5ca0,7.602402e-05,0.9207685,2.838936e-05,0.07911394,1.310109e-05
7a4bf4ca,0.0002046386,0.9898462,0.0008459277,0.009009085,9.413092e-05
7a4f69d4,3.861283e-05,0.2534281,0.003267554,0.7427559,0.0005097679
7a4c7d5a,0.0003229081,0.993165,7.011013e-06,0.006310002,0.0001951777
7a4f0746,9.319906e-05,0.01337122,0.0003949316,0.9861317,9.050248e-06
7a4fe4a4,0.002865763,0.03454817,0.0003855675,0.9621876,1.28186e-05
7a4f1e52,0.009480279,0.5087824,0.002551008,0.4788333,0.0003529969
7a4664a6,0.00132092,0.830058,0.00146086,0.1282502,0.0389101
7a50b1a4,0.0001501254,0.00460153,5.470129e-05,0.9951929,7.320986e-07
7a4fd482,6.459722e-06,0.009733234,2.332159e-05,0.9902368,1.595818e-07
7a51210c,0.02884175,0.4830634,0.0006496036,0.4871825,0.0002626626
7a505b82,0.0007483962,0.08163524,0.2368786,0.680635,0.0001026325
7a4b7fea,0.0009798785,0.002248438,0.696845,0.2998953,3.143458e-05
7a4f4c4c,0.0007095935,0.9978975,9.224188e-06,0.00113923,0.0002443748
7a4b2edc,0.3199961,0.0306501,0.5511621,0.08387677,0.014315
7a461dac,8.009842e-05,0.006055604,0.002467806,0.9913831,1.336154e-05
7a4ca23a,6.734349e-07,0.9999924,3.269323e-09,5.428623e-06,1.483695e-06
7a49281c,3.362695e-07,0.9995639,4.930546e-08,0.0004341671,1.550213e-06
7a4dfe6e,9.813544e-06,0.02138634,0.001600225,0.9769922,1.13591e-05
7a4b8256,5.535489e-05,0.001248487,0.003543997,0.995146,6.212535e-06
7a511c70,3.288384e-05,0.9799905,0.0001617939,0.01948778,0.0003270709
7a4e0288,0.993564,0.001756674,0.003309868,0.0006940881,0.0006753643
7a48672e,1.548489e-05,0.9866745,3.939466e-06,0.01329191,1.412445e-05
7a467cb6,0.0001464755,0.1188413,0.0003865015,0.8805648,6.092256e-05
7a51da2a,0.00122927,0.9599418,0.0003552838,0.002309925,0.03616364
7a4c2f3a,2.418911e-05,0.9921575,7.881587e-06,0.007802241,8.293465e-06
7a514a4c,4.772157e-06,0.9427896,1.962211e-05,0.05714219,4.387432e-05
7a4e725e,2.344443e-07,0.9992914,1.209137e-06,0.0007050226,2.173324e-06
7a465d9e,0.002731226,0.9908183,0.000404421,0.005015793,0.001030306
7a4b33b4,1.595105e-05,0.0007813963,0.0009858991,0.9982134,3.310393e-06
7a5094da,3.518439e-07,0.09617986,2.761559e-06,0.9038166,3.388733e-07
7a473840,4.133319e-07,0.0002246682,0.0008183544,0.9989504,6.16946e-06
7a50711c,4.013151e-06,0.007289572,0.0003034753,0.9923863,1.655852e-05
7a4856d0,1.294768e-06,0.005043998,0.0005120411,0.9944378,4.838123e-06
7a4f2f3c,0.0008602958,0.02681022,0.003890526,0.9684059,3.30047e-05
7a50d792,0.0001800167,0.5388567,0.0006521221,0.460266,4.516145e-05
7a4d71ba,0.9996891,0.0001331973,7.190279e-05,0.0001029048,3.009968e-06
7a49a9a4,0.001130517,0.9957718,1.252216e-05,0.002793711,0.0002914325
7a45043a,0.000130937,0.9985842,2.233444e-05,0.001157719,0.0001049585
7a4a4b16,1.897934e-05,0.8967621,0.0001398086,0.1029533,0.0001257741
7a4e9374,0.02591491,0.8367542,0.02037183,0.1138838,0.003075221
7a4a2e38,4.345063e-05,0.9988954,3.465621e-05,0.0007640226,0.000262412
7a48324a,2.297595e-05,0.9838838,1.866476e-06,0.0005703027,0.01552107
7a4754b0,0.003612249,0.1483998,0.01238742,0.8345522,0.001048458
7a477288,6.949301e-05,0.5370512,0.0001137737,0.4627338,3.180487e-05
7a503bca,0.003352873,0.001885389,0.7495323,0.2448271,0.000402287
7a4be48a,0.002792306,0.0007335601,0.863138,0.1332456,9.059972e-05
7a50de7c,4.514504e-05,0.9983233,1.118193e-06,0.001519205,0.0001113282
7a48453c,5.417465e-05,0.9991735,1.792693e-06,0.0007049798,6.548109e-05
7a48a7c0,4.303006e-06,0.9961572,8.187863e-06,0.003727874,0.0001025138
7a4786a6,0.001100468,0.001352202,0.01450645,0.9829994,4.150714e-05
7a4dd4f2,0.005198838,0.6422557,0.0003706384,0.2858213,0.0663535
7a476694,0.9950611,0.002866134,0.0006282295,0.001365566,7.896603e-05
7a46ed36,0.0008163316,0.2999024,0.006107453,0.6931369,3.690297e-05
7a4e8a14,0.004353255,0.07057872,0.1505412,0.7742827,0.0002441716
7a45b182,0.08970197,0.06445605,0.04346088,0.8012018,0.001179328
7a46a9c0,1.524998e-05,0.8926148,0.0005646078,0.1067037,0.0001016467
7a4eec70,0.0002780744,0.1320758,0.003656525,0.863816,0.0001736215
7a452172,0.0001200785,0.001439668,0.005235564,0.9931902,1.441006e-05
7a479588,2.488508e-05,0.009147164,0.0003470732,0.9904792,1.684349e-06
7a4b900c,1.471598e-06,0.9938499,8.827028e-06,0.00613719,2.582018e-06
7a4eb2fa,5.132277e-05,0.9945377,3.895214e-05,0.005326121,4.59151e-05
7a4ad00e,0.5518709,0.05621666,0.2911115,0.1003393,0.0004614769
7a50a2b8,7.339228e-05,0.4181503,0.007695648,0.5740297,5.094917e-05
7a4f5890,0.0001043078,0.6187653,0.006434325,0.3746334,6.268895e-05
7a4997d4,0.0005648789,0.1189669,0.02996287,0.8504348,7.057481e-05
7a4f9850,0.0003118707,0.90409,0.003145448,0.09224382,0.0002089335
7a4c887c,0.0003987221,0.1654164,0.03222063,0.801892,7.219826e-05
7a4b1fa0,0.0001743763,0.9966922,1.253763e-05,0.003054351,6.647434e-05
7a4be066,6.810492e-06,0.0004559522,0.007899056,0.9915813,5.693905e-05
7a4e4392,0.0001015024,0.9917228,0.001408835,0.00158236,0.005184465
7a4d7f84,8.226292e-05,0.9977385,0.0002671156,0.001650477,0.0002616655
7a48e564,1.445507e-05,0.9336516,0.0002188529,0.06610679,8.314809e-06
7a4e909a,0.0006445257,0.7395867,0.06289022,0.1907538,0.006124668
7a50ad3a,1.545521e-05,0.8903112,6.123353e-06,0.109655,1.226851e-05
7a4baa2e,0.0009850586,0.9935405,2.509133e-05,0.002946496,0.00250284
7a4b970a,9.683695e-05,0.9985403,5.515974e-06,0.00118298,0.0001743733
7a51c558,0.001684737,0.987166,0.0001526064,0.01060923,0.0003873985
7a4e8050,0.0001167514,0.8638759,9.940466e-05,0.1358198,8.818329e-05
7a4b0c54,4.015583e-07,0.9997756,8.8073e-07,0.0002214896,1.74399e-06
7a4e50d0,2.949197e-06,0.9628915,0.0004242552,0.03665493,2.626629e-05
7a466154,0.0004865084,0.255101,0.02277896,0.7213151,0.0003184144
7a503b66,3.842757e-05,0.9990718,1.049928e-05,0.0003084082,0.0005707068
7a4d651c,0.001883037,0.9938683,5.723086e-06,0.004122366,0.0001206682
7a51a280,2.425365e-06,0.01168776,0.0006963282,0.9876108,2.693798e-06
7a4b502e,0.0004329234,0.0213269,0.002104237,0.9760869,4.906243e-05
7a519bf0,0.001134157,0.8228574,0.01588091,0.1583988,0.001728682
7a4a4d96,0.2991301,0.07453939,0.1283448,0.4953628,0.002622885
7a508224,0.9960515,0.002334886,0.0006958313,0.0003938332,0.0005239579
7a4aba6a,2.158942e-06,0.01011866,0.0004179936,0.9894609,2.750223e-07
7a4e774a,8.866382e-05,0.008921727,0.02001793,0.9709561,1.553793e-05
7a4fe846,1.165734e-05,0.002153757,0.03161303,0.9662166,4.989512e-06
7a45a05c,6.308743e-06,0.03369057,0.0005258615,0.9657645,1.271974e-05
7a466e9c,7.906801e-05,0.9928423,1.108747e-05,0.006883182,0.0001843411
7a51884a,1.275852e-05,0.9983611,1.470771e-06,0.001612482,1.2216e-05
7a4b509c,4.94423e-05,0.9994671,5.065839e-05,0.0002139958,0.0002188811
7a457e2e,1.472353e-05,0.9647281,0.0001478326,0.03508861,2.080505e-05
7a4e9f04,4.726042e-05,0.03316639,0.1934337,0.7732941,5.859047e-05
7a489b5e,0.001885136,0.01705182,0.004591161,0.9764633,8.513311e-06
7a4d77be,1.038369e-06,0.9988891,1.964652e-06,0.001100997,6.88344e-06
7a4b7d6a,0.0002691424,0.7517235,0.0006725671,0.247207,0.0001278332
7a46f8f8,3.545193e-05,0.02542154,0.0003721571,0.9741507,2.021211e-05
7a51870a,1.403595e-06,0.01801107,6.301922e-05,0.9819242,3.049009e-07
7a4e95ea,1.211141e-05,0.7372487,0.0002549874,0.2622526,0.0002315361
7a517012,3.146227e-06,0.9855599,1.998421e-05,0.0144126,4.353597e-06
7a4eba7a,0.9999189,1.21971e-05,1.060844e-05,5.662757e-05,1.713101e-06
7a4aed32,0.0002167398,0.03870139,0.001786059,0.9592799,1.593545e-05
7a48e848,1.963485e-05,0.9989735,3.659732e-06,0.0009461563,5.713259e-05
7a51a80c,0.02638475,0.2214082,0.004534554,0.7351116,0.01256099
7a511e8c,0.0008852512,0.2532562,0.003620534,0.7416488,0.0005892983
7a471c84,4.549626e-06,0.9843576,5.10551e-06,0.01563056,2.250599e-06
7a50c46e,4.002875e-06,0.9661348,2.769179e-05,0.03366707,0.0001664336
7a4fc4a6,0.9953538,0.002963941,7.884603e-05,0.001549449,5.40314e-05
7a4adcc0,6.527505e-05,0.006181779,0.01502343,0.9786936,3.601333e-05
7a4e8d52,4.342015e-06,0.08376783,0.001133664,0.9150575,3.657688e-05
7a4a9b3e,1.04454e-05,0.005614863,0.001485388,0.9928888,4.891797e-07
7a48532e,7.705641e-05,0.01611515,0.004200779,0.9795827,2.437997e-05
7a4fd4e6,0.00038368,0.9043677,0.003442754,0.09179167,1.426929e-05
7a49afc6,0.0152904,0.8195626,0.00238521,0.1626352,0.0001265003
7a4e71fa,1.256624e-06,0.9213829,3.215756e-05,0.07857957,4.161214e-06
7a4f1ec0,0.008645759,0.6067084,0.004423201,0.3800414,0.0001811576
7a4665dc,7.837411e-05,0.9921561,2.825014e-05,0.007347625,0.0003895588
7a4aaef8,0.001717613,0.9971557,6.379379e-05,0.000967762,9.525047e-05
7a4828ae,1.094701e-06,0.6284435,0.0002709862,0.3712765,7.938683e-06
7a4a3630,2.643526e-05,0.8525655,8.739003e-05,0.1470626,0.000258051
7a4cd3cc,8.125198e-06,0.838231,0.0001305347,0.1616211,9.362201e-06
7a4f0034,5.921365e-06,0.9510713,5.532038e-05,0.04872295,0.0001444488
7a4dbd50,0.006725731,0.0263507,0.1757955,0.7856483,0.005479638
7a4da432,0.0007895745,0.6016214,0.01326294,0.384181,0.0001450356
7a488998,0.08707693,0.008295082,0.3055378,0.579496,0.01959429
7a4a46e8,0.000305072,0.5500934,0.0008067604,0.4485641,0.0002307023
7a50228e,2.378508e-06,0.9998471,2.231694e-07,0.0001463093,3.963256e-06
7a4d05ae,4.295425e-06,0.9453228,7.659099e-05,0.05449903,9.722277e-05
7a483d8a,0.000111369,0.9483303,0.000254364,0.05106032,0.0002435589
7a50072c,2.194778e-05,0.1837496,0.0007941237,0.8153729,6.146311e-05
7a4ebc82,0.001641113,0.8315037,0.002933853,0.1635333,0.0003880655
7a4e8cee,0.0001088375,0.05484615,0.006693442,0.9382863,6.522946e-05
7a4af71e,1.447979e-05,0.9978384,2.506658e-07,0.002122273,2.469559e-05
7a4d3b5a,0.0004555598,0.002316521,0.1099778,0.8872005,4.954066e-05
7a4eb71e,6.172391e-05,0.3934061,0.003788876,0.6026,0.0001432848
7a4eba0c,0.0001514569,0.2542199,0.0008276781,0.744796,4.874656e-06
7a4b88b4,3.21357e-05,0.08295885,0.002020322,0.9149704,1.824986e-05
7a492d12,0.001397811,0.03852386,0.00141385,0.9586201,4.444769e-05
7a49ef72,8.495996e-05,0.9605995,1.269102e-05,0.008548524,0.03075433
7a4fafe8,0.0005040097,0.9458293,0.001165838,0.05241535,8.556254e-05
7a471e96,3.823594e-05,0.9973125,0.0001127228,0.002486108,5.040006e-05
7a479c5e,3.95651e-06,0.9995891,7.051533e-06,0.000368064,3.172907e-05
7a4efe86,0.0008396411,0.9890378,0.0003064467,0.008775806,0.001040276
7a500240,1.400404e-05,0.9992042,1.278277e-06,0.0007732433,7.267967e-06
7a4bd2d8,8.011254e-05,0.9466241,0.0004071074,0.05275611,0.0001324811
7a4a5304,0.0001015611,0.3769699,0.001145873,0.6216588,0.0001238874
7a4f08ea,0.0006599557,0.9493987,0.000566437,0.04770656,0.001668324
7a4bcc48,1.09714e-05,0.9995307,1.678805e-06,0.000452779,3.931118e-06
7a4f6556,0.0003014562,0.8755817,0.0001367687,0.1233745,0.0006055172
7a490df0,2.140558e-05,0.999751,2.219971e-07,0.0002162541,1.098415e-05
7a4c425e,0.0002780906,0.601917,0.0009707492,0.3949471,0.001887051
7a466f00,1.205934e-05,0.8157244,1.564016e-05,0.001361134,0.1828868
7a464f5c,1.281985e-05,0.9159755,0.00015063,0.08307368,0.0007874134
7a4d923a,1.232639e-05,0.0613133,0.0002273435,0.9383976,4.935655e-05
7a4ab2a4,0.003044811,0.05475411,0.0244184,0.9175298,0.0002528679
7a51ba40,4.463386e-05,0.9628767,3.359793e-05,0.03694494,0.0001000886
7a4cae6a,0.003573684,0.01472948,0.06731477,0.9077222,0.006659846
7a4c53e8,1.326698e-05,0.9285964,0.000131548,0.07121817,4.057897e-05
7a484d70,0.001380359,0.8884789,0.0006151065,0.006657509,0.1028681
7a4dbb2a,0.008359893,0.6941428,0.0002527057,0.2969989,0.0002457699
7a495a8a,6.509415e-06,0.9846897,5.938463e-05,0.01519173,5.269593e-05
7a4bd684,6.977516e-05,0.9706808,0.0001032375,0.02902124,0.0001248951
7a4d8c86,2.608454e-06,0.9815906,5.420596e-06,0.01838285,1.839341e-05
7a49bdd6,0.0002916452,0.9846674,0.0003243388,0.01430007,0.0004164811
7a489e42,4.659153e-08,0.999335,4.334569e-07,0.0006631524,1.289872e-06
7a4c4e84,0.01516816,0.8877447,0.01152666,0.08181797,0.003742575
7a4a80cc,0.0002177282,0.002424723,0.007628097,0.9896504,7.905831e-05
7a484c9e,0.005580433,0.5390494,0.00866542,0.4454022,0.001302466
7a4e0634,0.01120146,0.2700575,0.002311831,0.7163124,0.0001167716
7a4fb3f8,2.947809e-05,0.7960101,0.0002456349,0.2034343,0.0002803705
7a50f3d0,4.510693e-05,0.001480674,0.001001348,0.9974482,2.462095e-05
7a4ac596,0.3758033,0.1957181,0.2020053,0.2228471,0.003626381
7a4c21b6,0.00900551,0.9120845,0.0004066327,0.07657883,0.001924534
7a4d504a,5.422034e-06,0.9983529,5.07205e-06,0.001633547,3.064384e-06
7a4b6b54,7.13601e-06,0.998889,1.003145e-05,0.001048217,4.561869e-05
7a4fa3a4,2.493117e-05,0.9960912,8.756445e-05,0.003788606,7.720525e-06
7a504872,0.0001114398,0.9814542,2.404556e-05,0.01839025,2.00634e-05
7a46510a,1.345694e-06,0.9705079,6.180485e-06,0.02948379,8.104333e-07
7a49edce,0.0001316437,0.3051819,0.0007282456,0.6919122,0.002046
7a4bb0be,2.149449e-06,0.988026,1.3194e-06,0.01196522,5.336268e-06
7a4900f8,0.001425354,0.1121628,0.002687253,0.8823508,0.001373821
7a483038,1.983887e-06,0.01226837,0.06733496,0.9203936,1.09291e-06
7a498d16,2.856485e-06,0.9308048,1.943846e-05,0.06915805,1.480151e-05
7a50c612,4.909577e-07,0.6447251,5.656831e-05,0.3552173,5.806231e-07
7a4bbd84,5.831231e-05,0.009217575,0.0003062295,0.9903002,0.0001177201
7a4956d4,6.701741e-06,0.003565552,0.001158207,0.9952582,1.131783e-05
7a500e70,0.9988254,0.0006848181,0.0001312002,7.524437e-05,0.0002834219
7a4e3d0c,4.496595e-05,0.9277679,8.281956e-05,0.07188746,0.0002168264
7a4c731e,6.402595e-07,0.9997057,1.032413e-06,0.0002712586,2.131293e-05
7a4663d4,3.281393e-05,0.7155994,0.0002828976,0.2840644,2.057105e-05
7a50a65a,4.72696e-07,0.000832099,0.001371002,0.9977959,4.327158e-07
7a506e4c,4.482572e-06,0.6110708,0.001490249,0.3874088,2.573924e-05
7a482a66,0.0002406859,0.7248404,0.000798518,0.2735885,0.0005318404
7a4b4796,0.0005805112,0.09085047,0.01033924,0.8981128,0.000117032
7a4aa228,3.842683e-07,0.9892391,1.555515e-06,0.01075757,1.31846e-06
7a50612c,2.003536e-05,0.8847608,0.001881944,0.03881166,0.07452554
7a4b7b58,0.0004327259,0.1970972,0.1445592,0.6578004,0.0001104285
7a4f24ba,3.366903e-06,0.008155123,0.0005226883,0.991316,2.870624e-06
7a4b9638,2.947419e-06,0.9196617,2.280685e-05,0.08031118,1.379106e-06
7a48892a,0.00450064,0.1426203,0.006478342,0.8461866,0.0002140188
7a4fde28,9.348921e-05,0.1050171,0.0007479222,0.8939711,0.0001703506
