id,verified,concrete_cement,healthy_metal,incomplete,irregular_metal,other
7a2e34a8,True,0.0,1.0,0.0,0.0,0.0
7a3abbe2,True,0.0,1.0,0.0,0.0,0.0
7a2d1384,True,0.0,1.0,0.0,0.0,0.0
7a3d735a,True,0.0,1.0,0.0,0.0,0.0
7a32a114,True,0.0,1.0,0.0,0.0,0.0
7a3577b8,True,0.0,1.0,0.0,0.0,0.0
7a3b26f4,True,0.0,0.0,0.0,1.0,0.0
7a252d0e,True,0.0,0.0,0.0,1.0,0.0
7a2d7a9a,True,0.0,1.0,0.0,0.0,0.0
7a2c3d10,True,0.0,1.0,0.0,0.0,0.0
7a29ef10,True,0.0,0.0,0.0,1.0,0.0
7a22dfa4,True,0.0,1.0,0.0,0.0,0.0
7a3693e6,True,0.0,1.0,0.0,0.0,0.0
7a212114,True,0.0,0.0,0.0,1.0,0.0
7a39c804,True,0.0,0.0,0.0,1.0,0.0
7a3ad6b8,True,0.0,0.0,0.0,1.0,0.0
7a37671c,True,0.0,0.0,0.0,1.0,0.0
7a21cd58,True,0.0,0.0,0.0,1.0,0.0
7a215b2a,True,0.0,1.0,0.0,0.0,0.0
7a3565fc,True,0.0,1.0,0.0,0.0,0.0
7a239552,True,0.0,1.0,0.0,0.0,0.0
7a253218,True,1.0,0.0,0.0,0.0,0.0
7a442f24,True,0.0,1.0,0.0,0.0,0.0
7a349456,True,0.0,1.0,0.0,0.0,0.0
7a30ecb6,True,0.0,1.0,0.0,0.0,0.0
7a3b2bea,True,0.0,0.0,0.0,1.0,0.0
7a3ad352,True,0.0,1.0,0.0,0.0,0.0
7a28c568,True,0.0,1.0,0.0,0.0,0.0
7a220aa2,True,0.0,1.0,0.0,0.0,0.0
7a43ff86,True,0.0,0.0,1.0,0.0,0.0
7a3da64a,True,1.0,0.0,0.0,0.0,0.0
7a24ba22,True,1.0,0.0,0.0,0.0,0.0
7a21dac8,True,0.0,0.0,0.0,1.0,0.0
7a271592,True,0.0,0.0,0.0,1.0,0.0
7a3a5530,True,0.0,0.0,0.0,1.0,0.0
7a415c5e,True,0.0,0.0,0.0,1.0,0.0
7a3e7f16,True,0.0,0.0,0.0,1.0,0.0
7a2c4e5e,True,1.0,0.0,0.0,0.0,0.0
7a3a1aa2,True,0.0,1.0,0.0,0.0,0.0
7a297eae,True,0.0,1.0,0.0,0.0,0.0
7a2d3e72,True,0.0,1.0,0.0,0.0,0.0
7a311196,True,0.0,0.0,1.0,0.0,0.0
7a37c6da,True,0.0,0.0,0.0,1.0,0.0
7a40d4c8,True,0.0,0.0,0.0,1.0,0.0
7a367c58,True,0.0,0.0,0.0,1.0,0.0
7a2f4f5a,True,0.0,0.0,0.0,1.0,0.0
7a1ff58c,True,0.0,0.0,0.0,1.0,0.0
7a34755c,True,0.0,0.0,0.0,1.0,0.0
7a329804,True,0.0,0.0,0.0,1.0,0.0
7a25afd6,True,0.0,0.0,0.0,1.0,0.0
7a37c004,True,1.0,0.0,0.0,0.0,0.0
7a4470b0,True,0.0,0.0,1.0,0.0,0.0
7a3996c2,True,0.0,0.0,1.0,0.0,0.0
7a38a834,True,0.0,0.0,1.0,0.0,0.0
7a3c9958,True,0.0,0.0,1.0,0.0,0.0
7a2f7e3a,True,0.0,0.0,1.0,0.0,0.0
7a2f8894,True,0.0,0.0,0.0,1.0,0.0
7a2c54f8,True,0.0,0.0,0.0,1.0,0.0
7a29d638,True,0.0,0.0,0.0,1.0,0.0
7a2679e8,True,0.0,0.0,0.0,1.0,0.0
7a1e7b3a,True,0.0,0.0,0.0,1.0,0.0
7a3dc224,True,0.0,0.0,0.0,1.0,0.0
7a1f34ee,True,0.0,1.0,0.0,0.0,0.0
7a406c36,True,0.0,1.0,0.0,0.0,0.0
7a3bef8a,True,0.0,0.0,0.0,1.0,0.0
7a43deb6,True,0.0,0.0,0.0,1.0,0.0
7a2ff02c,True,0.0,1.0,0.0,0.0,0.0
7a28c34c,True,1.0,0.0,0.0,0.0,0.0
7a3dd98a,True,0.0,1.0,0.0,0.0,0.0
7a44b69c,True,0.0,0.0,0.0,1.0,0.0
7a34bb84,True,0.0,0.0,0.0,1.0,0.0
7a38e4fc,True,1.0,0.0,0.0,0.0,0.0
7a3f111a,True,0.0,1.0,0.0,0.0,0.0
7a22a20a,True,0.0,1.0,0.0,0.0,0.0
7a267402,True,0.0,1.0,0.0,0.0,0.0
7a377522,True,0.0,1.0,0.0,0.0,0.0
7a3de8a8,True,0.0,1.0,0.0,0.0,0.0
7a2fc82c,True,0.0,0.0,1.0,0.0,0.0
7a270ab6,True,0.0,1.0,0.0,0.0,0.0
7a4431fe,True,0.0,0.0,0.0,1.0,0.0
7a2c5426,True,0.0,0.0,0.0,1.0,0.0
7a29033e,True,0.0,0.0,0.0,1.0,0.0
7a3ae3b0,True,0.0,0.0,0.0,1.0,0.0
7a21efd6,True,0.0,1.0,0.0,0.0,0.0
7a3b0c50,True,0.0,1.0,0.0,0.0,0.0
7a29190a,True,0.0,1.0,0.0,0.0,0.0
7a29c2f6,True,0.0,1.0,0.0,0.0,0.0
7a39db82,True,0.0,1.0,0.0,0.0,0.0
7a41603c,True,0.0,1.0,0.0,0.0,0.0
7a3b3586,True,0.0,1.0,0.0,0.0,0.0
7a40f37c,True,0.0,0.0,0.0,1.0,0.0
7a28f830,True,0.0,0.0,0.0,1.0,0.0
7a321e9c,True,0.0,0.0,0.0,1.0,0.0
7a2c17b8,True,0.0,0.0,0.0,1.0,0.0
7a2d7a36,True,0.0,0.0,0.0,1.0,0.0
7a20c3ae,True,0.0,0.0,0.0,1.0,0.0
7a21d64a,True,0.0,0.0,0.0,1.0,0.0
7a3e6f4e,True,0.0,0.0,0.0,1.0,0.0
7a41de40,True,0.0,0.0,0.0,1.0,0.0
7a366e70,True,0.0,0.0,0.0,1.0,0.0
7a3ed9de,True,0.0,0.0,0.0,1.0,0.0
7a2e46fa,True,0.0,0.0,0.0,1.0,0.0
7a215454,True,0.0,0.0,1.0,0.0,0.0
7a2c8d42,True,0.0,0.0,1.0,0.0,0.0
7a291fcc,True,0.0,0.0,1.0,0.0,0.0
7a3ad064,True,0.0,0.0,1.0,0.0,0.0
7a39c8d6,True,0.0,0.0,0.0,1.0,0.0
7a36ced8,True,0.0,0.0,1.0,0.0,0.0
7a39aed2,True,0.0,0.0,0.0,1.0,0.0
7a29ae88,True,0.0,0.0,1.0,0.0,0.0
7a3a7b96,True,0.0,0.0,1.0,0.0,0.0
7a1e1d34,True,0.0,0.0,0.0,1.0,0.0
7a22e4ae,True,0.0,0.0,0.0,1.0,0.0
7a1c92a2,True,0.0,0.0,0.0,1.0,0.0
7a27ff0c,True,0.0,0.0,0.0,1.0,0.0
7a3defa6,True,0.0,1.0,0.0,0.0,0.0
7a235c7c,True,0.0,1.0,0.0,0.0,0.0
7a3e28a4,True,0.0,1.0,0.0,0.0,0.0
7a1d412a,True,0.0,0.0,0.0,1.0,0.0
7a3b0746,True,0.0,0.0,0.0,1.0,0.0
7a3d95ba,True,0.0,0.0,0.0,1.0,0.0
7a1f4c5e,True,0.0,0.0,0.0,1.0,0.0
7a2798f0,True,0.0,0.0,1.0,0.0,0.0
7a4272ec,True,0.0,1.0,0.0,0.0,0.0
7a21e888,True,0.0,1.0,0.0,0.0,0.0
7a2aac98,True,0.0,1.0,0.0,0.0,0.0
7a25c46c,True,0.0,1.0,0.0,0.0,0.0
7a1cb868,True,0.0,1.0,0.0,0.0,0.0
7a1eb9b0,True,0.0,1.0,0.0,0.0,0.0
7a2e0d34,True,0.0,1.0,0.0,0.0,0.0
7a32c9c8,True,0.0,1.0,0.0,0.0,0.0
7a2186cc,True,0.0,1.0,0.0,0.0,0.0
7a36da72,True,0.0,0.0,0.0,1.0,0.0
7a38a334,True,0.0,0.0,0.0,1.0,0.0
7a3cd94a,True,0.0,0.0,1.0,0.0,0.0
7a1c82f8,True,0.0,0.0,1.0,0.0,0.0
7a3e49ec,True,0.0,0.0,1.0,0.0,0.0
7a362e1a,True,0.0,0.0,1.0,0.0,0.0
7a428494,True,0.0,0.0,0.0,1.0,0.0
7a3c61b8,True,0.0,0.0,0.0,1.0,0.0
7a4115b4,True,0.0,0.0,0.0,1.0,0.0
7a330960,True,0.0,0.0,0.0,1.0,0.0
7a344ffa,True,0.0,0.0,0.0,1.0,0.0
7a3b4210,True,0.0,0.0,0.0,1.0,0.0
7a33e718,True,0.0,0.0,1.0,0.0,0.0
7a43e8fc,True,0.0,0.0,0.0,1.0,0.0
7a3c40c0,True,0.0,0.0,0.0,1.0,0.0
7a3a6034,True,0.0,1.0,0.0,0.0,0.0
7a1cfada,True,0.0,1.0,0.0,0.0,0.0
7a388e80,True,0.0,1.0,0.0,0.0,0.0
7a2305ce,True,0.0,1.0,0.0,0.0,0.0
7a41b4b0,True,0.0,1.0,0.0,0.0,0.0
7a3faaa8,True,0.0,1.0,0.0,0.0,0.0
7a2c4f30,True,0.0,1.0,0.0,0.0,0.0
7a2eebb4,True,0.0,1.0,0.0,0.0,0.0
7a3fdae6,True,0.0,0.0,0.0,1.0,0.0
7a348db2,True,0.0,0.0,0.0,1.0,0.0
7a39d970,True,0.0,0.0,0.0,1.0,0.0
7a3c7ba8,True,0.0,0.0,0.0,1.0,0.0
7a3d797c,True,0.0,0.0,0.0,1.0,0.0
7a2d2f04,True,0.0,1.0,0.0,0.0,0.0
7a319d3c,True,0.0,1.0,0.0,0.0,0.0
7a26ccfe,True,0.0,1.0,0.0,0.0,0.0
7a368aae,True,0.0,1.0,0.0,0.0,0.0
7a306304,True,0.0,0.0,0.0,1.0,0.0
7a3d3278,True,0.0,0.0,0.0,1.0,0.0
7a33375a,True,0.0,0.0,0.0,1.0,0.0
7a221d08,True,0.0,0.0,0.0,1.0,0.0
7a36e864,True,0.0,0.0,0.0,1.0,0.0
7a2363e8,True,0.0,1.0,0.0,0.0,0.0
7a3b4daa,True,0.0,1.0,0.0,0.0,0.0
7a393b00,True,0.0,0.0,0.0,1.0,0.0
7a2a15f8,True,0.0,1.0,0.0,0.0,0.0
7a38d124,True,0.0,1.0,0.0,0.0,0.0
7a3beff8,True,0.0,0.0,0.0,1.0,0.0
7a30054e,True,0.0,0.0,0.0,1.0,0.0
7a2f8614,True,0.0,0.0,0.0,1.0,0.0
7a2d77c0,True,1.0,0.0,0.0,0.0,0.0
7a3ed0ce,True,1.0,0.0,0.0,0.0,0.0
7a35521a,True,0.0,0.0,1.0,0.0,0.0
7a1d39dc,True,0.0,0.0,1.0,0.0,0.0
7a3ee712,True,0.0,0.0,1.0,0.0,0.0
7a391a8a,True,0.0,1.0,0.0,0.0,0.0
7a3726b2,True,0.0,1.0,0.0,0.0,0.0
7a3c5038,True,0.0,1.0,0.0,0.0,0.0
7a1ce7a2,True,0.0,1.0,0.0,0.0,0.0
7a1ea8ee,True,0.0,1.0,0.0,0.0,0.0
7a3945e6,True,0.0,1.0,0.0,0.0,0.0
7a1e4ade,True,0.0,0.0,1.0,0.0,0.0
7a39a342,True,0.0,0.0,1.0,0.0,0.0
7a2c576e,True,0.0,0.0,0.0,1.0,0.0
7a1e6276,True,0.0,0.0,0.0,1.0,0.0
7a40fdcc,True,0.0,0.0,0.0,1.0,0.0
7a26964e,True,0.0,0.0,0.0,1.0,0.0
7a1ee246,True,0.0,0.0,0.0,1.0,0.0
7a26427a,True,0.0,0.0,0.0,1.0,0.0
7a245eba,True,0.0,0.0,0.0,1.0,0.0
7a22cad2,True,0.0,0.0,0.0,1.0,0.0
7a1f5a50,True,0.0,1.0,0.0,0.0,0.0
7a3768ca,True,0.0,1.0,0.0,0.0,0.0
7a34534c,True,0.0,1.0,0.0,0.0,0.0
7a1eef16,True,0.0,0.0,0.0,1.0,0.0
7a354ed2,True,0.0,0.0,0.0,1.0,0.0
7a31189e,True,0.0,0.0,0.0,1.0,0.0
7a2d3904,True,1.0,0.0,0.0,0.0,0.0
7a3435ba,True,1.0,0.0,0.0,0.0,0.0
7a3a3c9e,True,0.0,1.0,0.0,0.0,0.0
7a2fc96c,True,0.0,1.0,0.0,0.0,0.0
7a2c953a,True,0.0,1.0,0.0,0.0,0.0
7a2e1fc2,True,0.0,1.0,0.0,0.0,0.0
7a251274,True,0.0,0.0,0.0,1.0,0.0
7a3c5614,True,0.0,0.0,0.0,1.0,0.0
7a258754,True,0.0,0.0,1.0,0.0,0.0
7a356f7a,True,0.0,0.0,1.0,0.0,0.0
7a3a2a38,True,0.0,1.0,0.0,0.0,0.0
7a408900,True,0.0,1.0,0.0,0.0,0.0
7a1ccdb2,True,0.0,1.0,0.0,0.0,0.0
7a21f09e,True,0.0,1.0,0.0,0.0,0.0
7a320826,True,0.0,1.0,0.0,0.0,0.0
7a1f4ad8,True,0.0,1.0,0.0,0.0,0.0
7a40de6e,True,0.0,1.0,0.0,0.0,0.0
7a1ff65e,True,0.0,0.0,1.0,0.0,0.0
7a357330,True,0.0,0.0,1.0,0.0,0.0
7a41ba32,True,0.0,0.0,0.0,1.0,0.0
7a38d25a,True,0.0,0.0,0.0,1.0,0.0
7a41524a,True,0.0,1.0,0.0,0.0,0.0
7a330190,True,0.0,0.0,0.0,1.0,0.0
7a387eea,True,0.0,0.0,0.0,1.0,0.0
7a32cd88,True,0.0,0.0,0.0,1.0,0.0
7a4469da,True,0.0,0.0,0.0,1.0,0.0
7a24583e,True,0.0,0.0,0.0,1.0,0.0
7a1db114,True,0.0,0.0,0.0,1.0,0.0
7a2d2572,True,0.0,1.0,0.0,0.0,0.0
7a3272f2,True,0.0,0.0,0.0,1.0,0.0
7a413f9e,True,0.0,0.0,0.0,1.0,0.0
7a4413fe,True,1.0,0.0,0.0,0.0,0.0
7a3f08d2,True,1.0,0.0,0.0,0.0,0.0
7a316006,True,0.0,1.0,0.0,0.0,0.0
7a3d8c50,True,0.0,1.0,0.0,0.0,0.0
7a2ffdce,True,0.0,1.0,0.0,0.0,0.0
7a3da92e,True,0.0,0.0,0.0,1.0,0.0
7a24146e,True,0.0,0.0,0.0,1.0,0.0
7a377b12,True,0.0,0.0,0.0,1.0,0.0
7a44a8a0,True,0.0,0.0,0.0,1.0,0.0
7a2801aa,True,0.0,0.0,0.0,1.0,0.0
7a43e474,True,0.0,1.0,0.0,0.0,0.0
7a440526,True,0.0,1.0,0.0,0.0,0.0
7a3176a4,True,0.0,0.0,0.0,1.0,0.0
7a420abe,True,0.0,0.0,0.0,1.0,0.0
7a32c6ee,True,0.0,1.0,0.0,0.0,0.0
7a2a3ce0,True,0.0,1.0,0.0,0.0,0.0
7a307f2e,True,0.0,1.0,0.0,0.0,0.0
7a3ad280,True,0.0,1.0,0.0,0.0,0.0
7a23eec6,True,0.0,1.0,0.0,0.0,0.0
7a36dc16,True,0.0,0.0,0.0,1.0,0.0
7a3aaa62,True,0.0,0.0,0.0,1.0,0.0
7a1ecbd0,True,1.0,0.0,0.0,0.0,0.0
7a254a6e,True,0.0,0.0,0.0,1.0,0.0
7a32798c,True,1.0,0.0,0.0,0.0,0.0
7a360a84,True,1.0,0.0,0.0,0.0,0.0
7a3d80ca,True,1.0,0.0,0.0,0.0,0.0
7a292b02,True,0.0,1.0,0.0,0.0,0.0
7a28c1bc,True,1.0,0.0,0.0,0.0,0.0
7a3c77d4,True,0.0,1.0,0.0,0.0,0.0
7a2703fe,True,0.0,1.0,0.0,0.0,0.0
7a333f16,True,0.0,1.0,0.0,0.0,0.0
7a3147ce,True,1.0,0.0,0.0,0.0,0.0
7a43070c,True,0.0,0.0,0.0,1.0,0.0
7a36bbb4,True,0.0,0.0,0.0,1.0,0.0
7a1f7a76,True,0.0,0.0,0.0,1.0,0.0
7a21d370,True,0.0,0.0,0.0,1.0,0.0
7a3e0acc,True,0.0,0.0,0.0,1.0,0.0
7a42f0be,True,0.0,0.0,0.0,1.0,0.0
7a1d48be,True,0.0,0.0,0.0,1.0,0.0
7a3dbd42,True,0.0,0.0,0.0,1.0,0.0
7a3bcdde,True,0.0,0.0,1.0,0.0,0.0
7a30c7e0,True,0.0,0.0,0.0,1.0,0.0
7a251aee,True,0.0,0.0,0.0,1.0,0.0
7a448d8e,True,0.0,0.0,0.0,1.0,0.0
7a41ea98,True,0.0,1.0,0.0,0.0,0.0
7a3ae05e,True,0.0,1.0,0.0,0.0,0.0
7a2d55ce,True,0.0,1.0,0.0,0.0,0.0
7a281546,True,0.0,0.0,0.0,1.0,0.0
7a1f00a0,True,0.0,0.0,0.0,1.0,0.0
7a421414,True,0.0,0.0,0.0,1.0,0.0
7a2a5db0,True,0.0,0.0,0.0,1.0,0.0
7a40099e,True,0.0,0.0,0.0,1.0,0.0
7a30215a,True,0.0,1.0,0.0,0.0,0.0
7a4475ec,True,0.0,0.0,0.0,1.0,0.0
7a43cf34,True,1.0,0.0,0.0,0.0,0.0
7a3f1534,True,0.0,0.0,1.0,0.0,0.0
7a29cca6,True,0.0,0.0,1.0,0.0,0.0
7a3cef2a,True,0.0,1.0,0.0,0.0,0.0
7a220822,True,0.0,1.0,0.0,0.0,0.0
7a1fdd4a,True,1.0,0.0,0.0,0.0,0.0
7a406bc8,True,0.0,1.0,0.0,0.0,0.0
7a27eef4,True,0.0,1.0,0.0,0.0,0.0
7a2d96d8,True,0.0,0.0,0.0,1.0,0.0
7a259df2,True,0.0,0.0,0.0,1.0,0.0
7a20e60e,True,0.0,0.0,0.0,1.0,0.0
7a3eb51c,True,0.0,0.0,0.0,1.0,0.0
7a3478a4,True,1.0,0.0,0.0,0.0,0.0
7a43d628,True,0.0,1.0,0.0,0.0,0.0
7a389876,True,0.0,0.0,0.0,1.0,0.0
7a3f117e,True,1.0,0.0,0.0,0.0,0.0
7a335f1e,True,1.0,0.0,0.0,0.0,0.0
7a2d6668,True,0.0,1.0,0.0,0.0,0.0
7a416fe6,True,0.0,0.0,1.0,0.0,0.0
7a42ade8,True,0.0,0.0,1.0,0.0,0.0
7a2d2a72,True,0.0,0.0,0.0,1.0,0.0
7a1ceba8,True,0.0,0.0,0.0,1.0,0.0
7a444112,True,0.0,0.0,0.0,1.0,0.0
7a2ee600,True,0.0,0.0,0.0,1.0,0.0
7a2e7670,True,0.0,0.0,0.0,1.0,0.0
7a3159da,True,0.0,0.0,0.0,1.0,0.0
7a3d5c08,True,0.0,0.0,0.0,1.0,0.0
7a1ce46e,True,0.0,0.0,0.0,1.0,0.0
7a218866,True,0.0,1.0,0.0,0.0,0.0
7a28059c,True,0.0,1.0,0.0,0.0,0.0
7a3bf91c,True,0.0,1.0,0.0,0.0,0.0
7a44080a,True,0.0,1.0,0.0,0.0,0.0
7a3c8968,True,0.0,0.0,1.0,0.0,0.0
7a3904fa,True,0.0,1.0,0.0,0.0,0.0
7a224b5c,True,0.0,1.0,0.0,0.0,0.0
7a37b370,True,0.0,1.0,0.0,0.0,0.0
7a2581dc,True,0.0,0.0,0.0,1.0,0.0
7a2dc8c4,True,0.0,0.0,0.0,1.0,0.0
7a3745de,True,0.0,0.0,0.0,1.0,0.0
7a3fefd6,True,0.0,0.0,0.0,1.0,0.0
7a400bba,True,0.0,0.0,0.0,1.0,0.0
7a40d75c,True,0.0,0.0,0.0,1.0,0.0
7a1fb720,True,0.0,0.0,0.0,1.0,0.0
7a1eb6d6,True,0.0,0.0,0.0,1.0,0.0
7a3acc40,True,0.0,0.0,0.0,1.0,0.0
7a21cc22,True,0.0,0.0,0.0,1.0,0.0
7a3d9966,True,0.0,1.0,0.0,0.0,0.0
7a334e98,True,0.0,1.0,0.0,0.0,0.0
7a1c734e,True,0.0,0.0,0.0,1.0,0.0
7a31ff02,True,0.0,1.0,0.0,0.0,0.0
7a1ebdca,True,0.0,1.0,0.0,0.0,0.0
7a29a79e,True,0.0,1.0,0.0,0.0,0.0
7a22f0de,True,0.0,1.0,0.0,0.0,0.0
7a27c546,True,0.0,1.0,0.0,0.0,0.0
7a213f3c,True,0.0,1.0,0.0,0.0,0.0
7a3d592e,True,0.0,1.0,0.0,0.0,0.0
7a39630a,True,0.0,0.0,0.0,1.0,0.0
7a1f1216,True,0.0,0.0,0.0,1.0,0.0
7a35fb70,True,0.0,0.0,0.0,1.0,0.0
7a40eb3e,True,0.0,0.0,0.0,1.0,0.0
7a321780,True,0.0,1.0,0.0,0.0,0.0
7a2f3178,True,0.0,1.0,0.0,0.0,0.0
7a4416d8,True,0.0,1.0,0.0,0.0,0.0
7a2c59e4,True,0.0,1.0,0.0,0.0,0.0
7a28ad30,True,0.0,1.0,0.0,0.0,0.0
7a2108f0,True,0.0,1.0,0.0,0.0,0.0
7a3cf6a0,True,0.0,1.0,0.0,0.0,0.0
7a33f15e,True,0.0,1.0,0.0,0.0,0.0
7a3d52ee,True,0.0,1.0,0.0,0.0,0.0
7a3e84f2,True,0.0,1.0,0.0,0.0,0.0
7a2f6fc6,True,0.0,1.0,0.0,0.0,0.0
7a294114,True,0.0,0.0,0.0,1.0,0.0
7a2aa040,True,0.0,0.0,0.0,1.0,0.0
7a445f9e,True,0.0,0.0,0.0,1.0,0.0
7a2603b4,True,0.0,0.0,0.0,1.0,0.0
7a3201e6,True,0.0,0.0,0.0,1.0,0.0
